<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,1,29/06/20,00:23:00,1.1225300,1.1227000,1.1222500,1.1222500,178
EURUSD,1,29/06/20,00:24:00,1.1226900,1.1227000,1.1220500,1.1226700,64
EURUSD,1,29/06/20,00:25:00,1.1225200,1.1226700,1.1221000,1.1221000,22
EURUSD,1,29/06/20,00:26:00,1.1226700,1.1226700,1.1220800,1.1224900,23
EURUSD,1,29/06/20,00:27:00,1.1226700,1.1226700,1.1221000,1.1226700,22
EURUSD,1,29/06/20,00:28:00,1.1226700,1.1226700,1.1225200,1.1225200,9
EURUSD,1,29/06/20,00:29:00,1.1226700,1.1226700,1.1220700,1.1225100,36
EURUSD,1,29/06/20,00:30:00,1.1226700,1.1226700,1.1222600,1.1225100,14
EURUSD,1,29/06/20,00:31:00,1.1226700,1.1226700,1.1219800,1.1222500,74
EURUSD,1,29/06/20,00:32:00,1.1222500,1.1226000,1.1220000,1.1225000,35
EURUSD,1,29/06/20,00:33:00,1.1222500,1.1224200,1.1218100,1.1218600,91
EURUSD,1,29/06/20,00:34:00,1.1218800,1.1222500,1.1218600,1.1222400,76
EURUSD,1,29/06/20,00:35:00,1.1222400,1.1225400,1.1219100,1.1221000,201
EURUSD,1,29/06/20,00:36:00,1.1221600,1.1223000,1.1218100,1.1221200,238
EURUSD,1,29/06/20,00:37:00,1.1221400,1.1223000,1.1215500,1.1220000,500
EURUSD,1,29/06/20,00:38:00,1.1220400,1.1222000,1.1218800,1.1222000,72
EURUSD,1,29/06/20,00:39:00,1.1220500,1.1222500,1.1219000,1.1222400,84
EURUSD,1,29/06/20,00:40:00,1.1220600,1.1222600,1.1218800,1.1222000,148
EURUSD,1,29/06/20,00:41:00,1.1220400,1.1222500,1.1218400,1.1221000,208
EURUSD,1,29/06/20,00:42:00,1.1221000,1.1221300,1.1217700,1.1220700,434
EURUSD,1,29/06/20,00:43:00,1.1220700,1.1223700,1.1217600,1.1221500,504
EURUSD,1,29/06/20,00:44:00,1.1221400,1.1224200,1.1220800,1.1222800,229
EURUSD,1,29/06/20,00:45:00,1.1223800,1.1225000,1.1221000,1.1224000,195
EURUSD,1,29/06/20,00:46:00,1.1222900,1.1224400,1.1221100,1.1221900,272
EURUSD,1,29/06/20,00:47:00,1.1221900,1.1224000,1.1221200,1.1224000,154
EURUSD,1,29/06/20,00:48:00,1.1222000,1.1223600,1.1220500,1.1221600,311
EURUSD,1,29/06/20,00:49:00,1.1220900,1.1223800,1.1220600,1.1222500,174
EURUSD,1,29/06/20,00:50:00,1.1221000,1.1223800,1.1220700,1.1221700,203
EURUSD,1,29/06/20,00:51:00,1.1220900,1.1223400,1.1220800,1.1221200,184
EURUSD,1,29/06/20,00:52:00,1.1221200,1.1223400,1.1221200,1.1221900,179
EURUSD,1,29/06/20,00:53:00,1.1222200,1.1223400,1.1220400,1.1221700,174
EURUSD,1,29/06/20,00:54:00,1.1221300,1.1223300,1.1220500,1.1221200,358
EURUSD,1,29/06/20,00:55:00,1.1222100,1.1223200,1.1220800,1.1221900,228
EURUSD,1,29/06/20,00:56:00,1.1221500,1.1223400,1.1221000,1.1221900,92
EURUSD,1,29/06/20,00:57:00,1.1222300,1.1223200,1.1220800,1.1222300,277
EURUSD,1,29/06/20,00:58:00,1.1221500,1.1223500,1.1221000,1.1222400,207
EURUSD,1,29/06/20,00:59:00,1.1222000,1.1224200,1.1220500,1.1222400,255
EURUSD,1,29/06/20,01:00:00,1.1222400,1.1223300,1.1220000,1.1222900,652
EURUSD,1,29/06/20,01:01:00,1.1222100,1.1223100,1.1216300,1.1220600,1003
EURUSD,1,29/06/20,01:02:00,1.1220700,1.1220700,1.1216000,1.1216000,824
EURUSD,1,29/06/20,01:03:00,1.1216700,1.1218800,1.1216100,1.1218700,684
EURUSD,1,29/06/20,01:04:00,1.1217700,1.1220200,1.1217000,1.1219400,629
EURUSD,1,29/06/20,01:05:00,1.1219400,1.1220000,1.1217000,1.1218900,723
EURUSD,1,29/06/20,01:06:00,1.1218800,1.1219600,1.1217000,1.1218500,393
EURUSD,1,29/06/20,01:07:00,1.1218500,1.1219000,1.1217700,1.1217800,281
EURUSD,1,29/06/20,01:08:00,1.1218800,1.1219400,1.1217800,1.1218800,275
EURUSD,1,29/06/20,01:09:00,1.1219200,1.1220300,1.1218000,1.1219700,354
EURUSD,1,29/06/20,01:10:00,1.1220100,1.1220600,1.1218000,1.1219500,367
EURUSD,1,29/06/20,01:11:00,1.1220100,1.1220100,1.1217000,1.1218900,402
EURUSD,1,29/06/20,01:12:00,1.1218900,1.1219700,1.1217700,1.1219400,454
EURUSD,1,29/06/20,01:13:00,1.1218500,1.1220000,1.1217000,1.1218800,423
EURUSD,1,29/06/20,01:14:00,1.1219600,1.1221200,1.1218800,1.1220900,525
EURUSD,1,29/06/20,01:15:00,1.1221100,1.1221200,1.1218000,1.1220000,647
EURUSD,1,29/06/20,01:16:00,1.1220300,1.1221000,1.1219000,1.1219900,434
EURUSD,1,29/06/20,01:17:00,1.1220000,1.1222800,1.1219900,1.1221800,636
EURUSD,1,29/06/20,01:18:00,1.1221800,1.1223000,1.1220000,1.1221900,346
EURUSD,1,29/06/20,01:19:00,1.1222100,1.1222300,1.1220000,1.1221400,338
EURUSD,1,29/06/20,01:20:00,1.1221500,1.1222000,1.1220500,1.1221300,228
EURUSD,1,29/06/20,01:21:00,1.1220700,1.1222500,1.1220000,1.1221500,749
EURUSD,1,29/06/20,01:22:00,1.1221700,1.1223000,1.1220000,1.1222600,472
EURUSD,1,29/06/20,01:23:00,1.1222000,1.1224200,1.1221600,1.1222700,1056
EURUSD,1,29/06/20,01:24:00,1.1222700,1.1223800,1.1221000,1.1223200,751
EURUSD,1,29/06/20,01:25:00,1.1223300,1.1223700,1.1221000,1.1222200,1367
EURUSD,1,29/06/20,01:26:00,1.1223000,1.1223500,1.1221000,1.1222800,779
EURUSD,1,29/06/20,01:27:00,1.1222000,1.1223800,1.1221000,1.1223300,528
EURUSD,1,29/06/20,01:28:00,1.1223500,1.1224000,1.1222400,1.1223500,507
EURUSD,1,29/06/20,01:29:00,1.1223400,1.1224000,1.1221500,1.1222000,399
EURUSD,1,29/06/20,01:30:00,1.1222600,1.1223100,1.1221000,1.1222300,272
EURUSD,1,29/06/20,01:31:00,1.1222300,1.1223700,1.1221000,1.1223500,752
EURUSD,1,29/06/20,01:32:00,1.1222700,1.1224000,1.1221000,1.1222200,540
EURUSD,1,29/06/20,01:33:00,1.1222500,1.1223300,1.1221000,1.1222200,381
EURUSD,1,29/06/20,01:34:00,1.1222500,1.1223500,1.1221000,1.1222600,555
EURUSD,1,29/06/20,01:35:00,1.1222400,1.1224000,1.1221600,1.1224000,492
EURUSD,1,29/06/20,01:36:00,1.1223800,1.1224200,1.1221000,1.1222900,598
EURUSD,1,29/06/20,01:37:00,1.1222800,1.1223300,1.1221000,1.1222000,568
EURUSD,1,29/06/20,01:38:00,1.1221600,1.1223100,1.1221600,1.1221800,505
EURUSD,1,29/06/20,01:39:00,1.1222000,1.1223700,1.1221000,1.1222200,471
EURUSD,1,29/06/20,01:40:00,1.1222000,1.1223400,1.1221000,1.1223000,380
EURUSD,1,29/06/20,01:41:00,1.1223200,1.1224000,1.1221000,1.1222200,586
EURUSD,1,29/06/20,01:42:00,1.1223000,1.1223900,1.1221000,1.1223700,481
EURUSD,1,29/06/20,01:43:00,1.1223000,1.1223900,1.1222500,1.1223600,541
EURUSD,1,29/06/20,01:44:00,1.1222700,1.1224000,1.1221000,1.1222500,529
EURUSD,1,29/06/20,01:45:00,1.1223000,1.1223300,1.1221000,1.1222200,401
EURUSD,1,29/06/20,01:46:00,1.1223000,1.1223200,1.1222100,1.1222500,278
EURUSD,1,29/06/20,01:47:00,1.1222900,1.1224300,1.1222000,1.1223500,666
EURUSD,1,29/06/20,01:48:00,1.1222700,1.1223800,1.1221000,1.1222800,709
EURUSD,1,29/06/20,01:49:00,1.1222900,1.1223100,1.1221000,1.1222400,357
EURUSD,1,29/06/20,01:50:00,1.1222400,1.1223600,1.1221500,1.1223200,405
EURUSD,1,29/06/20,01:51:00,1.1223100,1.1224900,1.1221000,1.1223800,622
EURUSD,1,29/06/20,01:52:00,1.1224100,1.1225000,1.1222000,1.1224700,494
EURUSD,1,29/06/20,01:53:00,1.1224700,1.1225000,1.1223000,1.1223800,411
EURUSD,1,29/06/20,01:54:00,1.1224200,1.1224600,1.1223000,1.1223600,244
EURUSD,1,29/06/20,01:55:00,1.1224300,1.1224600,1.1222000,1.1223400,341
EURUSD,1,29/06/20,01:56:00,1.1224300,1.1224600,1.1222000,1.1223800,378
EURUSD,1,29/06/20,01:57:00,1.1224200,1.1224600,1.1223000,1.1223500,363
EURUSD,1,29/06/20,01:58:00,1.1223500,1.1224600,1.1222000,1.1223200,340
EURUSD,1,29/06/20,01:59:00,1.1223200,1.1224700,1.1222000,1.1223900,355
EURUSD,1,29/06/20,02:00:00,1.1223000,1.1224500,1.1222000,1.1223300,216
EURUSD,1,29/06/20,02:01:00,1.1224100,1.1224500,1.1222000,1.1224100,267
EURUSD,1,29/06/20,02:02:00,1.1223900,1.1224100,1.1222000,1.1223700,550
EURUSD,1,29/06/20,02:03:00,1.1223200,1.1224400,1.1222000,1.1223700,541
EURUSD,1,29/06/20,02:04:00,1.1224100,1.1224400,1.1223000,1.1224100,404
EURUSD,1,29/06/20,02:05:00,1.1224100,1.1225300,1.1223000,1.1224200,418
EURUSD,1,29/06/20,02:06:00,1.1225000,1.1225300,1.1223700,1.1224000,495
EURUSD,1,29/06/20,02:07:00,1.1223700,1.1225000,1.1223000,1.1224800,306
EURUSD,1,29/06/20,02:08:00,1.1225000,1.1225000,1.1222000,1.1223000,1049
EURUSD,1,29/06/20,02:09:00,1.1224400,1.1224600,1.1221000,1.1223700,1310
EURUSD,1,29/06/20,02:10:00,1.1223500,1.1223700,1.1221000,1.1222300,380
EURUSD,1,29/06/20,02:11:00,1.1222300,1.1223500,1.1221000,1.1223100,488
EURUSD,1,29/06/20,02:12:00,1.1222300,1.1223300,1.1221000,1.1222700,326
EURUSD,1,29/06/20,02:13:00,1.1221700,1.1223600,1.1221000,1.1223000,508
EURUSD,1,29/06/20,02:14:00,1.1223300,1.1224300,1.1222000,1.1223100,387
EURUSD,1,29/06/20,02:15:00,1.1222800,1.1224100,1.1221000,1.1222000,681
EURUSD,1,29/06/20,02:16:00,1.1223200,1.1223700,1.1221000,1.1222600,527
EURUSD,1,29/06/20,02:17:00,1.1223300,1.1223500,1.1221000,1.1222100,269
EURUSD,1,29/06/20,02:18:00,1.1222100,1.1223300,1.1221000,1.1221700,352
EURUSD,1,29/06/20,02:19:00,1.1222100,1.1223000,1.1221000,1.1222700,305
EURUSD,1,29/06/20,02:20:00,1.1222000,1.1223000,1.1221000,1.1222200,245
EURUSD,1,29/06/20,02:21:00,1.1222000,1.1223200,1.1221000,1.1222400,567
EURUSD,1,29/06/20,02:22:00,1.1221000,1.1222700,1.1221000,1.1222000,504
EURUSD,1,29/06/20,02:23:00,1.1222200,1.1222400,1.1220000,1.1220000,749
EURUSD,1,29/06/20,02:24:00,1.1221300,1.1222200,1.1220000,1.1221500,451
EURUSD,1,29/06/20,02:25:00,1.1221100,1.1221800,1.1219000,1.1221000,600
EURUSD,1,29/06/20,02:26:00,1.1221400,1.1222200,1.1220000,1.1221400,712
EURUSD,1,29/06/20,02:27:00,1.1221600,1.1222700,1.1220000,1.1221400,525
EURUSD,1,29/06/20,02:28:00,1.1222300,1.1222400,1.1220000,1.1221400,339
EURUSD,1,29/06/20,02:29:00,1.1221800,1.1221900,1.1219000,1.1220400,574
EURUSD,1,29/06/20,02:30:00,1.1220300,1.1220700,1.1218000,1.1219900,419
EURUSD,1,29/06/20,02:31:00,1.1219200,1.1220700,1.1218000,1.1219600,353
EURUSD,1,29/06/20,02:32:00,1.1220700,1.1221500,1.1219000,1.1220200,477
EURUSD,1,29/06/20,02:33:00,1.1220700,1.1221700,1.1219000,1.1221400,602
EURUSD,1,29/06/20,02:34:00,1.1221700,1.1223400,1.1220000,1.1223000,614
EURUSD,1,29/06/20,02:35:00,1.1223000,1.1223200,1.1221000,1.1222000,236
EURUSD,1,29/06/20,02:36:00,1.1221900,1.1223000,1.1221000,1.1222600,283
EURUSD,1,29/06/20,02:37:00,1.1222300,1.1224100,1.1221000,1.1223000,563
EURUSD,1,29/06/20,02:38:00,1.1223400,1.1224400,1.1222000,1.1223700,360
EURUSD,1,29/06/20,02:39:00,1.1224100,1.1225000,1.1223000,1.1224200,490
EURUSD,1,29/06/20,02:40:00,1.1224500,1.1224700,1.1223000,1.1224500,210
EURUSD,1,29/06/20,02:41:00,1.1223000,1.1226600,1.1223000,1.1225000,593
EURUSD,1,29/06/20,02:42:00,1.1226400,1.1226600,1.1225000,1.1226200,229
EURUSD,1,29/06/20,02:43:00,1.1226400,1.1226700,1.1224000,1.1225000,378
EURUSD,1,29/06/20,02:44:00,1.1225400,1.1226200,1.1224000,1.1225900,403
EURUSD,1,29/06/20,02:45:00,1.1225200,1.1226800,1.1225000,1.1225600,476
EURUSD,1,29/06/20,02:46:00,1.1226000,1.1226700,1.1224000,1.1225900,371
EURUSD,1,29/06/20,02:47:00,1.1225900,1.1226100,1.1224000,1.1225000,628
EURUSD,1,29/06/20,02:48:00,1.1225500,1.1226000,1.1224000,1.1225000,356
EURUSD,1,29/06/20,02:49:00,1.1225300,1.1225700,1.1224000,1.1224000,237
EURUSD,1,29/06/20,02:50:00,1.1225600,1.1226100,1.1224000,1.1225800,444
EURUSD,1,29/06/20,02:51:00,1.1225400,1.1226200,1.1224000,1.1226000,438
EURUSD,1,29/06/20,02:52:00,1.1225500,1.1226100,1.1224000,1.1225000,418
EURUSD,1,29/06/20,02:53:00,1.1225000,1.1226000,1.1223000,1.1224700,433
EURUSD,1,29/06/20,02:54:00,1.1225100,1.1225600,1.1223000,1.1224000,385
EURUSD,1,29/06/20,02:55:00,1.1224900,1.1225000,1.1223000,1.1223000,366
EURUSD,1,29/06/20,02:56:00,1.1224300,1.1224500,1.1223000,1.1223900,169
EURUSD,1,29/06/20,02:57:00,1.1223500,1.1224500,1.1222000,1.1223000,236
EURUSD,1,29/06/20,02:58:00,1.1223000,1.1224100,1.1222900,1.1223300,290
EURUSD,1,29/06/20,02:59:00,1.1223700,1.1224000,1.1221000,1.1222000,474
EURUSD,1,29/06/20,03:00:00,1.1222000,1.1222900,1.1220000,1.1221600,665
EURUSD,1,29/06/20,03:01:00,1.1221700,1.1224700,1.1221000,1.1223400,1521
EURUSD,1,29/06/20,03:02:00,1.1223400,1.1223700,1.1220000,1.1221300,1404
EURUSD,1,29/06/20,03:03:00,1.1221600,1.1222000,1.1219000,1.1220900,1184
EURUSD,1,29/06/20,03:04:00,1.1220100,1.1221300,1.1219000,1.1220500,790
EURUSD,1,29/06/20,03:05:00,1.1220500,1.1221000,1.1218000,1.1219100,1084
EURUSD,1,29/06/20,03:06:00,1.1220200,1.1222000,1.1219000,1.1220000,854
EURUSD,1,29/06/20,03:07:00,1.1221200,1.1223700,1.1220000,1.1222400,1273
EURUSD,1,29/06/20,03:08:00,1.1223000,1.1223900,1.1221000,1.1222700,901
EURUSD,1,29/06/20,03:09:00,1.1223300,1.1224000,1.1221000,1.1222600,770
EURUSD,1,29/06/20,03:10:00,1.1223200,1.1224000,1.1221000,1.1222900,932
EURUSD,1,29/06/20,03:11:00,1.1223200,1.1225300,1.1222000,1.1224200,922
EURUSD,1,29/06/20,03:12:00,1.1224100,1.1225100,1.1222000,1.1223500,878
EURUSD,1,29/06/20,03:13:00,1.1223700,1.1224500,1.1221000,1.1222700,952
EURUSD,1,29/06/20,03:14:00,1.1222800,1.1223700,1.1221800,1.1223100,523
EURUSD,1,29/06/20,03:15:00,1.1223100,1.1223300,1.1221000,1.1222000,717
EURUSD,1,29/06/20,03:16:00,1.1222500,1.1223000,1.1219000,1.1220300,1108
EURUSD,1,29/06/20,03:17:00,1.1220000,1.1221400,1.1219000,1.1219900,571
EURUSD,1,29/06/20,03:18:00,1.1220400,1.1221100,1.1218000,1.1219600,730
EURUSD,1,29/06/20,03:19:00,1.1220000,1.1220600,1.1218000,1.1219000,813
EURUSD,1,29/06/20,03:20:00,1.1219700,1.1220400,1.1219000,1.1219000,334
EURUSD,1,29/06/20,03:21:00,1.1218000,1.1220500,1.1218000,1.1219500,755
EURUSD,1,29/06/20,03:22:00,1.1219700,1.1220600,1.1218000,1.1220300,503
EURUSD,1,29/06/20,03:23:00,1.1220200,1.1221300,1.1219000,1.1220000,537
EURUSD,1,29/06/20,03:24:00,1.1220300,1.1221300,1.1218000,1.1219000,513
EURUSD,1,29/06/20,03:25:00,1.1220100,1.1222400,1.1219000,1.1221300,630
EURUSD,1,29/06/20,03:26:00,1.1222300,1.1222700,1.1220000,1.1221700,516
EURUSD,1,29/06/20,03:27:00,1.1221900,1.1223800,1.1220800,1.1222900,937
EURUSD,1,29/06/20,03:28:00,1.1222100,1.1223500,1.1221000,1.1222200,435
EURUSD,1,29/06/20,03:29:00,1.1222200,1.1224000,1.1221000,1.1222000,635
EURUSD,1,29/06/20,03:30:00,1.1222300,1.1223700,1.1221000,1.1222000,362
EURUSD,1,29/06/20,03:31:00,1.1223200,1.1223500,1.1221000,1.1221900,502
EURUSD,1,29/06/20,03:32:00,1.1222700,1.1223200,1.1221000,1.1222200,396
EURUSD,1,29/06/20,03:33:00,1.1223000,1.1226500,1.1221900,1.1225400,1586
EURUSD,1,29/06/20,03:34:00,1.1225400,1.1226500,1.1223000,1.1225000,1175
EURUSD,1,29/06/20,03:35:00,1.1224200,1.1225500,1.1222000,1.1223700,1205
EURUSD,1,29/06/20,03:36:00,1.1224700,1.1225000,1.1222000,1.1223000,767
EURUSD,1,29/06/20,03:37:00,1.1223900,1.1224200,1.1222000,1.1223400,519
EURUSD,1,29/06/20,03:38:00,1.1223000,1.1224700,1.1222000,1.1223700,593
EURUSD,1,29/06/20,03:39:00,1.1224100,1.1224700,1.1221000,1.1222100,986
EURUSD,1,29/06/20,03:40:00,1.1223000,1.1224000,1.1222000,1.1223500,613
EURUSD,1,29/06/20,03:41:00,1.1222700,1.1225600,1.1222000,1.1224500,1038
EURUSD,1,29/06/20,03:42:00,1.1225000,1.1226000,1.1223000,1.1225000,680
EURUSD,1,29/06/20,03:43:00,1.1225000,1.1225600,1.1223000,1.1225000,664
EURUSD,1,29/06/20,03:44:00,1.1225200,1.1227000,1.1223000,1.1225600,1097
EURUSD,1,29/06/20,03:45:00,1.1226000,1.1226500,1.1224000,1.1225200,725
EURUSD,1,29/06/20,03:46:00,1.1225000,1.1226300,1.1224000,1.1225100,668
EURUSD,1,29/06/20,03:47:00,1.1225300,1.1225700,1.1223000,1.1224600,620
EURUSD,1,29/06/20,03:48:00,1.1225000,1.1225300,1.1223000,1.1224800,727
EURUSD,1,29/06/20,03:49:00,1.1224500,1.1225700,1.1223000,1.1224700,814
EURUSD,1,29/06/20,03:50:00,1.1224600,1.1226000,1.1223000,1.1225800,496
EURUSD,1,29/06/20,03:51:00,1.1225800,1.1227000,1.1224000,1.1226000,916
EURUSD,1,29/06/20,03:52:00,1.1226800,1.1228000,1.1225000,1.1227200,1164
EURUSD,1,29/06/20,03:53:00,1.1227200,1.1228200,1.1226000,1.1227100,906
EURUSD,1,29/06/20,03:54:00,1.1227000,1.1228200,1.1225000,1.1226200,1156
EURUSD,1,29/06/20,03:55:00,1.1226600,1.1227400,1.1224000,1.1225700,1640
EURUSD,1,29/06/20,03:56:00,1.1225300,1.1226100,1.1223000,1.1225100,1653
EURUSD,1,29/06/20,03:57:00,1.1224500,1.1225700,1.1223000,1.1225300,861
EURUSD,1,29/06/20,03:58:00,1.1225500,1.1226700,1.1224000,1.1225600,824
EURUSD,1,29/06/20,03:59:00,1.1226100,1.1228100,1.1225000,1.1227800,823
EURUSD,1,29/06/20,04:00:00,1.1227900,1.1229600,1.1227000,1.1229100,1461
EURUSD,1,29/06/20,04:01:00,1.1228400,1.1230900,1.1227000,1.1229400,2472
EURUSD,1,29/06/20,04:02:00,1.1230300,1.1230600,1.1227000,1.1230000,1649
EURUSD,1,29/06/20,04:03:00,1.1230000,1.1231600,1.1227000,1.1230000,1716
EURUSD,1,29/06/20,04:04:00,1.1229300,1.1231500,1.1228000,1.1229900,1778
EURUSD,1,29/06/20,04:05:00,1.1230000,1.1231000,1.1228000,1.1229700,1484
EURUSD,1,29/06/20,04:06:00,1.1229600,1.1231300,1.1228000,1.1231300,1450
EURUSD,1,29/06/20,04:07:00,1.1230500,1.1231300,1.1229000,1.1229000,1193
EURUSD,1,29/06/20,04:08:00,1.1230400,1.1231300,1.1229000,1.1230200,1096
EURUSD,1,29/06/20,04:09:00,1.1231200,1.1232300,1.1228000,1.1230800,1201
EURUSD,1,29/06/20,04:10:00,1.1231400,1.1232800,1.1230000,1.1232400,1192
EURUSD,1,29/06/20,04:11:00,1.1232800,1.1233000,1.1230000,1.1232000,666
EURUSD,1,29/06/20,04:12:00,1.1231200,1.1232300,1.1229000,1.1231800,1046
EURUSD,1,29/06/20,04:13:00,1.1231200,1.1233100,1.1230000,1.1232800,1062
EURUSD,1,29/06/20,04:14:00,1.1232500,1.1233000,1.1230000,1.1231800,1260
EURUSD,1,29/06/20,04:15:00,1.1231200,1.1233700,1.1229000,1.1233200,2157
EURUSD,1,29/06/20,04:16:00,1.1232700,1.1235700,1.1231000,1.1234100,2908
EURUSD,1,29/06/20,04:17:00,1.1234000,1.1235600,1.1232000,1.1234900,1333
EURUSD,1,29/06/20,04:18:00,1.1234000,1.1235800,1.1233000,1.1234700,1222
EURUSD,1,29/06/20,04:19:00,1.1233500,1.1235200,1.1232000,1.1234600,833
EURUSD,1,29/06/20,04:20:00,1.1234000,1.1235300,1.1231000,1.1232900,1700
EURUSD,1,29/06/20,04:21:00,1.1233500,1.1233800,1.1231000,1.1232000,1247
EURUSD,1,29/06/20,04:22:00,1.1233500,1.1233700,1.1230000,1.1231500,1743
EURUSD,1,29/06/20,04:23:00,1.1232300,1.1233300,1.1230000,1.1231000,1594
EURUSD,1,29/06/20,04:24:00,1.1232600,1.1232800,1.1229000,1.1230700,1633
EURUSD,1,29/06/20,04:25:00,1.1230600,1.1232700,1.1230000,1.1231600,1143
EURUSD,1,29/06/20,04:26:00,1.1232200,1.1233000,1.1230000,1.1232500,985
EURUSD,1,29/06/20,04:27:00,1.1232400,1.1233200,1.1230000,1.1232300,1297
EURUSD,1,29/06/20,04:28:00,1.1232300,1.1233200,1.1230000,1.1232800,1883
EURUSD,1,29/06/20,04:29:00,1.1232000,1.1233400,1.1231000,1.1232000,984
EURUSD,1,29/06/20,04:30:00,1.1233100,1.1235200,1.1232000,1.1233000,1002
EURUSD,1,29/06/20,04:31:00,1.1234200,1.1236200,1.1233000,1.1235800,1424
EURUSD,1,29/06/20,04:32:00,1.1235700,1.1236100,1.1232000,1.1233000,2013
EURUSD,1,29/06/20,04:33:00,1.1232900,1.1234200,1.1231000,1.1233400,1555
EURUSD,1,29/06/20,04:34:00,1.1232000,1.1233800,1.1231000,1.1232700,960
EURUSD,1,29/06/20,04:35:00,1.1232000,1.1234400,1.1231000,1.1233200,1241
EURUSD,1,29/06/20,04:36:00,1.1233100,1.1234700,1.1232000,1.1233600,1547
EURUSD,1,29/06/20,04:37:00,1.1233600,1.1234000,1.1231000,1.1232800,603
EURUSD,1,29/06/20,04:38:00,1.1232000,1.1233800,1.1231000,1.1233000,1218
EURUSD,1,29/06/20,04:39:00,1.1232400,1.1233500,1.1231000,1.1232400,1219
EURUSD,1,29/06/20,04:40:00,1.1232000,1.1234300,1.1231000,1.1234200,858
EURUSD,1,29/06/20,04:41:00,1.1234100,1.1234800,1.1232000,1.1234500,994
EURUSD,1,29/06/20,04:42:00,1.1234400,1.1235900,1.1233000,1.1234800,973
EURUSD,1,29/06/20,04:43:00,1.1234000,1.1236000,1.1233000,1.1234400,736
EURUSD,1,29/06/20,04:44:00,1.1234400,1.1235300,1.1232000,1.1234000,1008
EURUSD,1,29/06/20,04:45:00,1.1233400,1.1234300,1.1232000,1.1233100,616
EURUSD,1,29/06/20,04:46:00,1.1233600,1.1235200,1.1232000,1.1233000,1430
EURUSD,1,29/06/20,04:47:00,1.1234000,1.1234300,1.1232000,1.1232800,792
EURUSD,1,29/06/20,04:48:00,1.1233700,1.1234000,1.1231000,1.1233200,700
EURUSD,1,29/06/20,04:49:00,1.1233800,1.1234100,1.1231000,1.1232800,987
EURUSD,1,29/06/20,04:50:00,1.1232300,1.1234000,1.1231000,1.1232900,963
EURUSD,1,29/06/20,04:51:00,1.1232800,1.1235200,1.1232000,1.1234300,947
EURUSD,1,29/06/20,04:52:00,1.1234100,1.1235000,1.1232000,1.1234700,845
EURUSD,1,29/06/20,04:53:00,1.1234400,1.1235000,1.1232000,1.1233200,809
EURUSD,1,29/06/20,04:54:00,1.1234200,1.1234200,1.1232000,1.1233400,842
EURUSD,1,29/06/20,04:55:00,1.1233000,1.1234100,1.1232000,1.1233400,809
EURUSD,1,29/06/20,04:56:00,1.1233900,1.1234300,1.1232000,1.1233200,644
EURUSD,1,29/06/20,04:57:00,1.1233600,1.1234000,1.1232000,1.1233500,499
EURUSD,1,29/06/20,04:58:00,1.1232000,1.1236000,1.1232000,1.1235500,982
EURUSD,1,29/06/20,04:59:00,1.1235000,1.1235800,1.1234000,1.1235300,758
EURUSD,1,29/06/20,05:00:00,1.1235400,1.1235700,1.1233000,1.1234400,1051
EURUSD,1,29/06/20,05:01:00,1.1233000,1.1235000,1.1232000,1.1234100,1072
EURUSD,1,29/06/20,05:02:00,1.1234300,1.1235400,1.1232000,1.1235000,729
EURUSD,1,29/06/20,05:03:00,1.1234700,1.1235000,1.1233000,1.1234300,831
EURUSD,1,29/06/20,05:04:00,1.1234300,1.1234700,1.1232000,1.1233300,1122
EURUSD,1,29/06/20,05:05:00,1.1233300,1.1235000,1.1232000,1.1233300,1121
EURUSD,1,29/06/20,05:06:00,1.1232000,1.1234000,1.1231000,1.1232600,858
EURUSD,1,29/06/20,05:07:00,1.1232800,1.1235000,1.1232000,1.1234700,938
EURUSD,1,29/06/20,05:08:00,1.1233000,1.1235600,1.1233000,1.1233800,936
EURUSD,1,29/06/20,05:09:00,1.1234400,1.1235000,1.1232000,1.1233700,1004
EURUSD,1,29/06/20,05:10:00,1.1233600,1.1235200,1.1232000,1.1234500,891
EURUSD,1,29/06/20,05:11:00,1.1234200,1.1235300,1.1233000,1.1234600,916
EURUSD,1,29/06/20,05:12:00,1.1234800,1.1236000,1.1233000,1.1234800,584
EURUSD,1,29/06/20,05:13:00,1.1235200,1.1236300,1.1233000,1.1235300,892
EURUSD,1,29/06/20,05:14:00,1.1235700,1.1237300,1.1235000,1.1235700,906
EURUSD,1,29/06/20,05:15:00,1.1236000,1.1237600,1.1235000,1.1237300,1492
EURUSD,1,29/06/20,05:16:00,1.1237400,1.1238300,1.1235000,1.1237000,1403
EURUSD,1,29/06/20,05:17:00,1.1237100,1.1237700,1.1235000,1.1236300,954
EURUSD,1,29/06/20,05:18:00,1.1236100,1.1237000,1.1234000,1.1236100,1118
EURUSD,1,29/06/20,05:19:00,1.1235000,1.1237200,1.1234000,1.1235900,1131
EURUSD,1,29/06/20,05:20:00,1.1236600,1.1237000,1.1235000,1.1236300,788
EURUSD,1,29/06/20,05:21:00,1.1235900,1.1237300,1.1235000,1.1236400,878
EURUSD,1,29/06/20,05:22:00,1.1236000,1.1237300,1.1235000,1.1236100,423
EURUSD,1,29/06/20,05:23:00,1.1236400,1.1237000,1.1234000,1.1235400,464
